review_text,sentiment
"I have these in vanilla and sweet candy. I use them every day, multiple times a day. They hydrate much better than standard lip balms, and they last forever. I’ve definitely had them for over a year—they they don’t change in consistency or effectiveness.",2
"This product is so good! I found a lip balm that saved me by La Roche Posay and that has been my holy grail for a year now. It is still good, but this overnight lip mask has changed the game. I wake up with smooth lips. Even after I shower in the morning and I do my usual skin routine, I dont even need to apply lip balm. I highly recommend it and I have gifted it to many people. Also, I like in Canada and our winters do get dry and cold, so it can also withstand Canadian climate.",2
"Ive been using this everyday for about a month its very moisturizing and feels great when applying but, if you apply too much or if you you don’t wait long enough to apply other products it peels right off when you touch your face",1
"The scent isn’t my favourite but it works great! I put it on every night before I go to sleep and every morning I wake up with smooth, moisturizer and soft. Packaging is amazing as well",2
I’m so glad I invested in this mask. I use it almost every night and it’s so hydrating that I typically won’t use chapstick the next day. Love!,2
"I got the 5 pack & after just 2 uses my blackheads were gone, on my nose & my chin! this is the only product that ever worked for my blackheads & ive used a lot of products!",2
A major side effect of being on accurate... DRY LIPS. I use this as a replacement of your regular chapstick. Worth the $26 if you have extremely dry lips and will last you a long time.,2
Received in the birthday gift package and I’m in love.  I’m 51 with full lips and this has been amazing to bring my lips back to their youthful smooth and supple look. I wear it at night but recently started to wear throughout the day just because I love it so much. Stays on great and isn’t sticky.  One of my current must haves for aging lips.,2
"This is hands down the best argan oil. I have tried that raved about expensive argan oil from MUN, an organic green beauty rich girl brand. MUN is out of this world but you get very little and its $$$$$$. This is extremely similar and hands down the best argan oil. After all my products have set in, I put this on last. It makes me skin look plump in the morning from my nighttime application, so plump that I don’t want to wash my face and do my morning routine. lol. but I do it of course, are you nuts. haha. BUY!",2
I feel it works well on my skin and my daughter is using it and it works on her acne scars.  Nothing is a miracle worker.  But this does a good job.  I have been using it for a whole year and my daughter just started using it.  It does need to be used everyday for me to notice a difference.  But it works.  4 stars for price.  Its really hard to give anything 5 stars.,2
I Love this face cleanser. It takes of all the waterproof make up and is gentle on the skin. It has not dried my skin and I love it,2
"I wanted to see what the hype was all about with this lip mask as I love lip balms, so I purchased this about a week ago. After trying for the first couple of nights, I have thought this is going to be great — I loved the consistency, the smell, the nourishment (or what I thought).. and now here I am 8 days later trying to heal my dry and cracked lips with the good old Blistex! I’m going to give this one more try after my lips are back to feeling better. However, if this happens again it will be back to the usual chapstick/Blistex. Not so sure this is worth the $20.",0
"I’ve been using this for 6 months and I love it. It’s gentle and relaxing, as I’m currently on accutane this doesn’t dry my skin out and it’s extremely gentle. I 100% recommend",2
This mask works really well. Using overnight works best but I still love using it as a prep step while doing my skincare and before applying makeup. Lips feel super soft and hydrated.,2
"I tried so hard to make this moisturizer work for me, and the results were disappointing. I bought this moisturizer for the winter months, and after a couple of weeks, the product kept pilling no matter the application. I looked up ways to reduce pilling and tried different methods of application: using less product, applying on damp skin, waiting 5-10 minutes after the second-to-last product in my skin care routine, patting/tapping it into my skin. I’ve tried to be patient with this moisturizer for weeks, but no matter what, it keeps pilling off my face, which means it’s not even being absorbed into my skin. I’ve rarely had an issue with products pilling on my skin and for $48, this product shouldn’t be so inconsistent and difficult to apply. Luckily, I bought this on sale for $15 but even then, it’s not worth it and, although it’s wasteful to return used products, I have to because I don’t even want my friends trying this.",0
"This is an awesome lip mask for the price, it’s great for moisturizing! I put it on right before bed and wake up with soft lips. I’ve purchased several bottles, love it!",2
"This mask did work any better for me than vaseline. I saw no difference in hydration and wasn’t wowed, it just smells nice. Would only recommend it for the “indulgence“ factor but otherwise, it’s far too expensive for what it is.",1
"this cream is 90% perfect but it has dimethicone, which always breaks me out, and the eucalyptus is super strong (and essential oils break your skin down over time). i love it so much that i used almost the WHOLE jar before i figured out what was giving me all these little pimples! it’s a travesty lol. i gave the rest to my friend who likes silicons and girl she’s all over it. i just wish i could join her!!! this cream is hella rich and good value considering it’s a sephora product and it made me dry patches disappear and even helped my dark spots but sadly i can’t keep using it until they have a silicon-free version :( (and frangrance-free would be great too!!)but tbh w you ill prob go back to this eventually lol it’s that good",1
"I have combination/sensitive/dehydrated skin. I have tried what feels like every moisturizer from $5-$130. I have only been using this for 2 weeks and my skin is perfect. Redness and irritation is gone, hydration is balanced and my congested pores are looking better!! This is the only moisturizer I will use!",2
Just buy it! I have been an avid chapstick-er for years and have very little need for it now. I use this 3-4 nights a week and my lips are so soft and hydrated. I recommend this to every human who tells me they’re going to Sephora and buy it as a gift for every birthday. It’s a staple,2
"I tried the smaller size of this just to test it out and I don’t think I can ever use a different facial cleanser now! The rose scent is slightly off-putting at first, but I came to love it. It makes my face feel insanely soft and it feels super gentle when using. I can use it on my eyes and not feel any burning. My face feels clean and it does the job well done. Did I mention how SOFT my face is after using this!?",2
I got this as a free sample. I live in northern Nevada where it’s really dry. My skin has been extra dry lately and I have dry flakey patches on my chin and cheeks. I love the colloidal oatmeal in this. When I use this it soothes my face and makes my face feel velvety soft and glowy. Not greasy,2
"I liked this product overall, easy to use. But didn’t notice any improvements to my skin. It was a sample, so I don’t think it lets you do anything. U gotta buy full-size to really see something.",2
"Ok so I gave this 3 stars as an average because this is based on two different versions I bought. Peach Tea is 5 stars. Gummy bear is 1 or 2 stars sadly.Originally, I bought the Peach Tea one in July 2021. As you can tell from the pics of the jar- I loved it. Zero complaints, it was moisturizing and totally worth the money. No weird aftertaste on your lips. In December 2021, I ran out of peach tea. I ordered the Gummy Bear one (the regular gummy bear- not the BTS version). I hate it! It smells lovely and sweet but I can taste it (just from being on my lips- I’m not licking it or anything weird as I am an adult lol). It tastes like straight chemicals just “yuck” taste on my lips. Again, the smell is fine but I cannot get over the taste. I barely have used it, whereas the peach tea one I’d use 30x a day lol I was obsessed. Idk why there is a difference between the two, I no longer have the peach tea box and the jar itself has the exact same description between the two. Also, I don’t have like an over sensitive taste buds or something, I’m pretty immune to lightly scented or flavored things lol so I really don’t know why this is so bad. Sad :/ I’ll probably try to get another peach tea if it becomes available, or another scent, but I will not be using the gummy bear one and I would not recommend it.",1
"Very very ok. I like the smell and don’t mind that it initially goes on sticky, but it just doesn’t leave me waking up with hydrated lips. It does help much more than your standard Burts Bees or Chapstick, so I’ll continue to use until it runs out (which could be in 3 yrs based on the amount left!) but I will probably try other options before repurchasing.",2
"I am loyal to this facial wash! Someone insisted that using a gentler facial wash would work better with my combination skin, that is also prone to breakouts, than an acne-targeting one. And sure enough, my skin was clean (without feeling dry and tight), over-all pimple free (not including the monthly breakouts) and felt softer. I use spot treatments for the random pimples but I will never go back to the acne specific washes. I’ve tried many different types of acne targeting cleansers and “treatment-steps“ ranging from all price ranges, but my skin has never looked and felt better after I started using this cleanser!",2
"I bought this product for the first time and I can only say great things about it! The first time I used it I wasn’t too sure about it, but ended up loving this product the next time I used it. I brought it to the cold snowy weather and I always worry about getting chapped lips from being in the cold, but using this product day and night helped so much! I use it during the day a lot and love how it can be used either way. It’s super hydrating, sinks in, and smells great! I love that it comes with an applicator, but I truly don’t use it. I believe I get more product by using my finger to apply. I put a good amount on which is about a fourth the size of a dime. A little goes a long way, but if you use a tiny bit more you can tell the difference throughout the day. Overall, this is a great product and highly recommend to everyone I know. This product is also going to last a very long time. I had bought the sweet candy and the gummy bear which were both limited edition scents. Looking forward to adding more scents to my collection!",2
I love this lip mask! My lips are on the drier side and since I’ve been using this they are plump and soft. I bought the vanilla & the scent is light and pleasant.,2
"I received a sample of this some time ago, but kept going back to this one after experimenting with other lip products! As someone with severely dehydrated skin and lips, I tend to use this as a regular lip balm more than I do a sleeping mask. It keeps my lips smooth and soft, and heals cracked and chapped lips in a day. I love the little spatula too! Will always repurchase.",2
"I’m a bit surprised with the reviews on this product. It didn’t do anything special for me, it just feels like an extra gooey chap stick (feels like putting vaseline on your lips). When I wake up I forget that I had used it until I get ready for the day and feel that my lips are in the same condition that they were in last night before I put this on. Just seems like a glorified lip gloss and at for that the price it’s entirely too high.",0
"This is my second winter getting perioral dermatitis around my mouth, and I’ve bought every potion, cream,  acid, peel, toner, voodoo magic possible for it. This is the only thing that’s helped and quelled it. As I’ve learned from combing through other reviews for different creams, what works for one doesn’t always work for another but hope this helps you too!",2
One of my basics for years now. Very gentle and actually helped me in a long run!  Can not go wrong with this one. Great for highly sensitive skin!,2
"I was really looking forward to using this because i’ve heard nothing but good things. Recently I’ve been over exfoliating and messed up my skin barrier, so I bought this to supplement my new routine to remedy it. Very thick and moisturizing, but I noticed that my skin felt like it was burning on first application. I thought nothing of it, but after trying it again 2 more times, I’m sure it’s this product. Maybe I’ll wait until my skin barrier has healed to give it another try.",1
I’ve been using this cleanser for a while now and it’s only okay. Very gentle to the point where I don’t feel it does much. My skin definitely feels fresh and clean after using it but it doesn’t do much for me.,2
A fast facial cleaning and does leave the skin feeling fresh. I’ve been using these for years. Always apart of my routine. Not to be used everyday. I also have sensitive skin. Not a drastic change honestly but good to have,2
I have been using this product for around 2 years now & it has been great! I’ve never had terrible acne so it was good in just cleansing my skin. I’ve recently started to get more acne and the soy face cleanser is not helping to clear it up. I don’t think the cleanser is what caused the acne but it’s not doing enough anymore.,2
"Broke me out like crazy, the smell bothered me at first but the breakout almost cystic breakouts were what ruined it for me.",0
"Although these do last you a very long time, I am on my third container! I use them daily and even throughout the day. I love the highgloss shine and it leaves my lips incredibly sort! Highly recommend!",2
My favourite nighttime lip mask! It’s so moisturizing and really hydrates your lips. It lasts the whole night while I sleep and my lips look plump and fresh in the morning when I wake up. I also LOVE the scent and taste. Please don’t run out of it!,2
"My #1 HOLY GRAIL. This is my absolute favorite moisturizer. Before I got this, Michigan winters were so hard on my skin and I could not find anything that helped my dry flaky patches on my forehead and cheeks. I was so self conscious about it and I couldn’t even wear makeup because it looked so bad! I noticed a difference with this moisturizer immediately and love that even though it’s thick it sinks into your skin so effortlessly. When I ran out last week I started using a different one until I could restock and within a day my skin was back to its old ways and was soo angry!! If you have struggled to find anything to help with your dry skin, buy this and you won’t regret it!",2
"I received this as a sample with my order. I gave it a try, and it does a good job of cleansing my face. Only thing I wasn’t too fond of was the fragrance of it... I couldn’t put my finger in what exactly it smelled like, but I didn’t like it.",1
"With the constant hand washing and hand sanitizing, my hands have been wrecked! This has saved my cuticles from the constant hangnails I was getting. I recently saw a tip about putting a drop of Argan oil where you intend to spray perfume to help the scent last longer, and it really works!",2
"I love the original scent of this product and feel it is very effective, but for some reason the formulations with different scents are weirdly not as moisturizing and actually have a bit of an adverse reaction.",2
"I have been using this for a couple of years and it’s irreplaceable!! I line my lips with a nude liner and put this on, and voila!! It’s not sticky or tacky, at all! I get asked what lipstick am I wearing, all the time. It just brings out the best in your lips by keeping them so moisturized!",2
This lip mask feels amazing. Very smooth and makes lips feel so soft!,2
"Smells amazing!!! Not too strong peppermint,Way better than the original IMO. It is white so doesn’t give your lips much colour but makes them look glossy",2
I got this after using the sample size before. I did not expect the full size to be this big. I think it will easily last me over a year. I love using this at night and sometimes even during the day. It melts away the dry skin on my lips and makes them plump and moisturized. It could feel a little heavy when you first out it on but I don’t mind it at all!,2
"Noticed no difference. Started using skinceuticals which is way better. Also, the consistency is super weird.",0
This is in my every night routine now. I just got my second one in peppermint. This lasts FOREVER. It is definitely hydrating and unlike other reviews it does last all night. I would say it is great for hydrating but if you have cut or chapped lips it does not heal them (I am a big lip picker and biter). I put a very generous amount on and it works like a charm to hydrate and plump.  I wouldn’t recommend it during the day but as a sleeping mask it’s perfect. Vaseline does work as a dupe but I always feel very pampered and luxurious when I use this. The packaging is also adorable!!! Will continue to repurchase and have bought these for both my mom and sister in law.,2
"I have very dry lips. They often crack and peel in the winter. I started using this and it has completely transformed my lips. After one night, my lips were soft and smooth. It was like a miracle. If you suffer from dry lips and constantly have to use chapstick, do yourself a favor and give this a try. You will not be disappointed.",2
Leaves lip super smooth and soft it’s a non sticky formula,2
"I LOVE this product! I dont feel like its greasy like other’s say. I blend this with the whipped face butter and it has done wonders for my skin! I have acne prone skin and it does not clog my pores. It’s helped me keep my skin clean and will be even better during the winter months. This will definitely be a keeper in my daily skin routine. But don’t forget you can use this on your body, cuticles, hair, everything! Total gamechanger! Its a must!",2
"As someone who has always suffered from chronically dry, chapped, peeling lips, this mask is a life saver. No matter how much water I drink, no matter the climate, or what products I use, nothing has worked and my lips always end up cracked, peeling, and painful. I’ve even thought about going to the dermatologist. But from the first time I tried this product, my lips have never felt better! Goes on smooth, smells delicious, and a little goes a long way! I even feel it on my lips still when I wake up in the morning! I tend to use this more as a lip balm whenever my lips feel chapped than an actual mask, and I have one at home and one in my purse for on the go. I hope Laneige never discontinues this one! Well worth $20!",2
"Literally hasn’t done anything for me. I’ve used about 40 treatments so far. I was so excited to try this, based on the reviews, however, my skin stayed the exact same. I even use the Dr. Dennis Gross vitamin c serum…so sad that I spent so much $ on this stuff and nothing has changed.",0
"I normally use Vaseline on my lips every night for moisturize them and this product feels exactly like Vaseline. Don’t waste your money, the Vaseline is cheaper lol.",0
"Before I started using this lip mask, I was simply using Vaseline before bed. This lip mask is clearly more expensive, but the formula is very moisturizing. It has a thicker consistency than Chapstick and it smells good. A little goes a long way so I expect it to last many more months. I will probably repurchase once I run out.",2
Just started using Tretinoin and my face was peeling and really sore and this cream healed it all almost overnight. Will never be without this moisturizer!,2
"Honestly, this product was nowhere near as good as I was hoping. I have very chapped lips and chronic dry skin, and I needed a savior, but this is worse than just putting a ton of chapstick on at night. My lips end up drier than they are throughout the day after two nights of using this. SAVE YOUR MONEY. This product is definitely not for really chapped lips. It will probably be fine for you if you don’t really have any problems with dryness. I am going to try to return it.",0
"After using this product, my lips developed rough patches. Perhaps I’m sensitive to the fragrance and flavoring in this product. When I discontinued use and returned to my usual Burt’s Bees Lip Balm, the rough patches disappeared. My search for a cruelty-free/vegan replacement for Burt’s Bees Beeswax Lip Balm continues.",0
smells SOOO good & works really well! a little goes a long way and it definitely helps my lips stay hydrated.,2
I like this moisturizer a lot but the home and away kit doesn’t come in the containers pictured. Both home and travel size containers are the tubs that you have to put your hand in each time.  I definitely would not have purchased if I knew this was the packaging…… literally bought the home and away kit for the squeeze type packaging since it’s more sanitary,0
"Love love love, cannot love without! Puts a smile on my face as I drift off to sleep.",2
"This is the MOST AMAZING lip product I have EVER purchased! I don’t know what the magic ingredient is.... but NOTHING has healed my lips as fast as this! You need only a tiny bit, so this size will last forever! I cannot rave enough about this lip mask! Spend the money, it’s sooooo worth it!",2
"I love this stuff. It smells sooooo good. Reminds me of cucumbers and melons. Cleans off my Estée Lauder long wear mascara and everything else too. It is expensive, but it’s one of the only cleansers that can clean but not leave oily residue in my eye balls, which drives me nuts when that happens. This is my HG cleanser for life.",2
Laneige lip sleeping mask was so hyped so I purchased it. I tried for 5 days but it was very drying and lip was peeling bad. It’s not for everyone~,0
"I have dry, sensitive skin and really like this cleanser- I’ve repurchased it because other cleansers give me redness and irritation. It’s a bit expensive for a cleanser but lasted me 6 months. I wouldn’t use just this cleanser to remove makeup- I always using a cleansing balm beforehand and double cleanse with this.",2
"I have been buying this for a long time, and really enjoy the product. I usually buy it in the 12 oz jar or the similarly sized large tube. Now you get half the product for the same price?? Did I miss something? Guess I’ll be finding a replacement.",0
"Do you remember your best day ever? Put this on at night and you will wake up EVERYDAY to your best day ever. I slather this way beyond the circumference of my lips, and boy do I wake up POPPIN. when you wake up it actually is still on ur lips, the hydration, the smell, pure heaven. This is also great to apply under you face mask since those dry out your lips so badly. Will re purchase this product over and over.",2
"This used to be my go to cleanser. I took a break to try some new stuff and when things went wrong, like breakouts from new face washes, this was always my savior. I could always pick this up and within a day or two my skin would drastically clear up. I typically have sensitive skin so when trying new things, this gentle wash really calms down any sensitivity flare ups and really is genuinely my holy grail.",2
These pads are amazing. I’ve always preferred using peels in a pad form rather than a liquid because they are so much easier and you know you’re doing it correctly. I use these every other day rather then daily and the results are amazing. It doesn’t burn or leave my skin raw. My skin looked brighter after just 3 applications. I def recommend and I plan on repurchasing.,2
The hype was real about this product. I was excited to try and woke up with the driest lips I have ever had. I am super disappointed. My lips are super uncomfortable now for sure not for me.,0
"I switched to the Fresh Soy Cleanser about 22 months ago and have never looked back. Combined with retinol and glycolic acid treatments, this gentle face wash has helped turn around my chronic adult acne. It leaves my skin feeling clean and balanced and not at all dry, and I love that it is safe to use on eye makeup.",2
"I collect every scent of these lip masks, they’re truly the best. Worth spending the money on over aquaphor or Vaseline works so much better. They all smell amazing especially Vanilla and Gingersnap my two favorites. Couldn’t recommend more.",2
Love this product! Leaves my lips feeling baby soft and supple. Not to mention it smells like amazing gummy candy. Highly recommend!,2
"I had such high hopes for this product hoping it would help with dry winter lips! This did nothing for me, I get a better result using Vaseline. It feels nice for the first few seconds it is on but that’s about it.",0
"Love this product! I wake up with soft, supple juicy lips. The first few uses my lips shedded terribly but after a while the shedding decreased and I have gorgeous lips with A LOT less wrinkles and creases. If it makes your lips peel, I urge you to keep trying it!",2
"I was excited to try DR. DENNIS GROSS SKINCAREAlpha Beta® Extra Strength Daily Peel. The 2 step daily routine is so easy and mess free. Wipe #1 Exfoliate & Smooth had a pleasant invigorating scent that left my face feeling clean and refreshed. #2 The Anti_Aging Neutralizer had only a slight detectable scent that left my skin feeling hydrated. After day 3 I saw a noticeable difference in my skin. Brighter, softer, more radiant and the fine lines fading just a bit. If gave my skin a glow that I have not seen in a long while. Was gentle on my skin with no tackiness or residue left behind.  I do highly recommend and will be buying again.",2
I’ve used these before and love how easy the packing makes it to use and the fact that the results you get are pretty great if you’re looking to refine skin texture and tone. No messy jars or goopy serums that burn or sting and make you wonder if that’s normal. These are efffient and effective.,2
This is my new favourite!!! I absolutely love how this makes my lips look and feel! lil too would be to pair this with the lip gloss by tower 28 for a super adorable look! I use the shade “chill” and am in LOVE with this new lip Routine!!!,2
"This stuff is amazing! Over the years, I have tried numerous other brands of serums and moisturizers hoping to find something that didn’t irritate my skin, burn it, make it more red and splotchy, and/or didn’t break me out in the process. I tried Josie’s oil cleanser a few years back and wasn’t impressed so I wrote the brand off. In March, I tried a sample of the body butter and was pleasantly surprised at the texture of the product and my skin after a few uses. I decided to give Josie another try since I would be home for a few weeks just in case there was an adverse reaction to an “oil” so I bought a small bottle just to try. Almost 8 months later and on my 4th bottle, I ask myself why I didn’t try this earlier! I’ve thought about giving other products a try because I do like trying new products but when it comes to how my facial skin is now - blemish free, smooth, less red, and overall healthy and supple - there is nothing else for me other than Josie’s argan oil. I am hooked and anticipated being a lifelong Josie Maran Argan Oil user as long as the results stay the same. I use this daily and have no intentions of changing my routine. On “dry” skin days after a hot shower, I use the regular/original Argan Oil (even throughout the summer.) Sometimes I use the “light” version if I’m going for a matte look. On really dry skin days, I pair it with the Argan milk. The bottom line for me is that I’ve finally found a line of products that works better than I could have ever imagined. For those that are hesitant to try, go for the $17 bottle first - if you’re not the fan I am, it’s a small price to pay. If you love it as much as I do, the 4 oz. bottle is worth the investment. I use the pineapple face wash, 100% Argan oil (regular/original), Argan Milk, Hair serum, Argan Light, the SPF moisturizer (untinted), and body butter. All are amazing and staples in my routine.",2
"Got this as part of the free Birthday package gift from Sephora. Been meaning to try it but opted to use the Fresh sugar lip scrub instead. Anyway, put this on my dried lips (in the night time while sleeping) and then I awoke to nice luscious beautiful moisturizer lips. Do make sure to remove residue as a little bit of this goes a long way. Love this product, and everyone should try it.",2
I have large lips and find they are always dry and flakey. After using this product for a few nights they are less flakey and much more hydrated. I also find there is a fair amount of product so it lasts a long time.,2
I have sensitive skin and am in my mid 40s. This moisturizer I can use literally anywhere on my body. It doesn’t break me out. It doesn’t leave a greasy residue either. This will be the 3rd time I have purchased this lotion. I’m stocking up since I no longer have employment. Highly recommend this.,2
"I thought it would peel my face skin but it didn’t, product is unprofessional, waste of money. I rather refund but I already used 7 day so they won’t refund my money back ... If you think to purchase it do not let the pictures(before after) fool you. Because I checked the pictures before I purchase fake peel. Why didn’t I get the same result like them ? I don’t need to waste my time writing comment here. Just do not waste your money if you think THIS will help your skin BECAUSE DEFINITELY IT IS NOT.",0
Pros: This feels great on the lips. It’s not sticky or tacky. Lips feel very hydrated.Cons: Lips feel hydrated when it’s applied but once it’s cleaned off the effects aren’t long-lasting. Makes a good lip balm not a “mask“.,2
"Best lip hydrator on the market! If you like a thicker, long-lasting balm (I especially love it overnight—even my husband lets me put it on him), this is perfection.",2
"I don’t hate it, but I don’t love it. It has a really nice subtle vanilla scent to it, and the consistency is almost a less sticky version of vaseline. Almost has a similar effect as vaseline as well. Doesn’t dry out my lips, but doesn’t necessarily feel super hydrating or moisturizing. I probably wouldn’t purchase it again, but Id still recommend trying it once to see if you like it. I definitely will still keep using the lip applicator lol.",1
"very thick and lux, i love the smell of the apple/lime",2
Horrible!  Chapped my lips to the point where I’m peeling cracked skin and bleeding!!  Going back to my Fresh Sugar…never should’ve strayed.,0
"Wasn’t too impressed with this. I wanted to fall in with the hype, but it didn’t leave any lasting effects of softness for my lips, I still had dry cracked lips after 5 days of use. I found other masks that do the trick for a fraction of the cost like Vitamin C lip mask by I dew Care and Tarte’s Jelly Glaze.",0
I’m so dumb I thought this was hand cream for the longest time but let me tell you one thing.... I have dry parched cracked hands because I work in a kitchen and have to wash my hands every 2 minutes and this cream is the only thing that’s saved them. I’ve also had minor eczema on my arms and this makes it go away instantly if I apply it on overnight,2
Wanted to love this but it made my lips dry and sticky...,0
"Unfortunately, it appears that I’m in the minority of those who have had problems with this lip mask. I’ve never had any kind of reaction to lip balm or any skin product before, and I’ve recently reacted to two products, this being one. When I initially tried this, I thought I must be imagining that it was actually drying my lips . . . so I tried it again a couple of nights ago. My lips were fine when I applied the product. I just usually put on some kind of lip balm at night. When I awoke, my lips were incredibly dry. They remain that way now--dry, peeling, and cracked at the side of my mouth on one side. It’s terrible. So if you have any kind of reaction to skin products, it may be best to stay away from this one. And if you think it’s drying out your lips, it probably is. I wish I’d gotten the results many others have reported, especially given the price.",0
I was so excited to try this product because everyone raved about it but it just made my lips drier than before. I even tried the vanilla one with the same result. My friend absolutely loves it so I’m not saying it doesn’t work. I’m just one of the unlucky few who it didn’t work for unfortunately.,0
"This is the best lipbalm ever! Doesn’t dry out your lips and keeps them hydrated all day. I put some morning and night. I would recommend the original pink one. I have the vanilla one now but i prefer the original one, i feel like it hydrates better.",2
"My fav lip mask, the peppermint one is my new favourite",2
This feels so good as it goes on your lips and it moisturizes so well. Even after a day in the sun and salt water when I use it at night my lips feel great and are soft by the morning.,2
"This is my first time leaving a review, and for the product.. I just HAD to! Absolutely love this lip mask! I put it on right before bed and when I wake up, my lips are so moisturizer and plump. All time favorite for sure! Highly recommend, 5 stars, two thumbs up.",2
"Most peels and masks bother my rosacea. I usually have to  rinse off my face immediately because it burns so badly.  I was able to complete 3 days of free samples without my rosacea flaring up.  To my surprise even after just 3 days,   my overall skin tone looked better and I had a smoother complexion.  This product is a keeper.",2
"I’m sure this stuff works for those who don’t have truly chapped lips, but it made my chronically chapped lips worse.",0
Best you can get for you dry lips or just for to keep them soft ❤️,2
"SO HYDRATING!! If I put it on before bed, my lips feel nourished and soft in the morning!!",2
"I have to be with the minority here I guess. I rarely write reviews... this is actually my first on Sephora and I’m a Rouge member so I try lots of different stuff from here. I drink half of my body weight in oz of water, and I have dry tight lips in the winter. I have this product and their lip gloss, this was great at first but now it’s like it just doesn’t work. I feel like as soon as I wipe it off in the morning it’s more dry than when I started. Throughout the night it’s fine . I feel like the heat from my lips turns it more soft and it’s just not thick like another brand I’m using by Sarah Happ. I wouldnt purchase this again. Aquaphor is better than this mask.",0
"This product is a skin saver! I never felt comfortable going out without some amount of makeup because of my dark spots, large pores and the uneven texture of my skin. This product was recommended to me by a Sephora employee and I honestly can’t live without it. My skin has gotten so much better and now I go out without makeup all the time. I just wish I had taken before photos to share but really take my word for it.",2
"The best lip product I think I’ve ever bought. Add a lip scrub and slap some of this on after and you’ll never gave chapped lips again I SWEAR. My lips used to peel, bleed, crack like crazy. This truly works.",2
"I love this cleanser. Soy works well on my skin, but I like that I can use this to take my makeup off. I can take off my eye makeup without burning my eyes. This is a must have.",2
Woah.. what a difference in my skin.  My skin only after the second time was much brighter and very smooth.,2
"I would recommend this product to anybody. After having my daughter I ended with really dry lips(looked like I was in the desert, with no water-bad). I used it as directed and now I can wear a lipgloss or lipstick without it looking horrible.",2
This is the best face wash I have ever used. If I try something else I always end up going back to this one.,2
Does not work. I have hyperpigmentation and scaring. Had high hopes,0
Love this it helps so much and it lasts all year. My lips get so bad in the winter. I use this at night and Burts bees medicated lip balm during the day. 100% recommend buying this.,2
I have loved the Laneige lip sleeping mask ever since I had a trial of the original pink one and so I finally ordered a full-size and I chose the apple lime and it smells amazing. Just like a Freezy or a popsicle from when you were a kid. Very moisturizing and great to wear day or night,2
dried me.out to the point where I became flakey. definitely not something I plan on purchasing.,0
"The lip mask smells nice and feels good on my lips but I haven’t noticed any outstanding results. Basically, it’s just a really expensive, thick lip gloss that I won’t be buying again.",1
"I’ve been looking for a lip mask product that would really help with hydration. I drink a lot of water as is, but always looking for something to help upkeep. I was excited for this one because I’ve heard so much rave behind it. I’ve had it for over a month now, and I can say I’m not in love. It isn’t terrible, but it isn’t life-changing either. I would say that I prefer it as a lip balm over a lip mask. I will say that my lips in the morning felt soft, but sometimes not as much. I think if I just keep with regular exfoliation I would just be better off. Though my experience does not dictate yours, try it out for yourself, and see it might be the perfect match. For me I’m gonna keep looking!",1
I’ve purchased the berry lip mask twice. The scent is light and not off putting.  I honestly use this lip mask all day in place of lip gloss when I’m at home. I LOVE it that much.,2
"very soft, nice packaging, smells niceonly con is it’s pretty much gone once i wake up and the price",2
I’ve been using the 30 day treatment every 3 months. I have sensitive acne prone skin and it doesn’t bother me at all.  I definitely notice a clear fresh brightness in my skin and can always tell when I need to do it again.,2
"I have extremely dry lips that have not responded to homemade scrubs, petroleum jelly and a wide range of lip balms. I applied this overnight and woke up with soft lips without any cracks. I’ve actually been using it instead of my day lip balm as well. Extremely satisfied with product.",2
This product has completely transformed my lips. I was struggling with chapped and cracked lips and nothing was working. I had seen many raving reviews on this product and decided to give it a try. I am so happy I did! I seen results within just 3 days. Now my lips are moisturized and soft. This product has been added to my nightly routine and will continue to buy more after this one is empty.,2
WOW! This makes my lips feel soo moisturized and soft!!,2
Love this stuff! It doesn’t lather up so it can get a little getting used to- but I love that it removes all my makeup but doesn’t strip my dry skin! Good for sensitive skin too,2
Love the smell of it! Yet it’s not overwhelming at all. Love the cute applicator that came with it. Work well for my lips: moisturizing and no sticky feeling.,2
BUY THIS!! This is great for all skin types. I have combination skin type - it works great. My friend has an oily skin type - it also works great. Such a healthy and versatile product in my skincare routine.,2
Note: Only tried it for 3 days!I only got to try this out for three days but in those three days I saw improvements (compared to other products I’ve tried that don’t work) as seen in the pictures below. If I would keep on using this product for more than two weeks my skin would actually clear up. The extra strength daily peel did sting but I think that’s what supposed to happen for the product to actually work and my skin turned red after but after the serum and moisturizer it calmed down. This is a definite must if you want to have better looking skin and I am definitely intrigued into purchasing this in the future!,2
This is my first product review - I habitually chew on the front of my lip and have scars/ulcers on it. I have been wearing this every night and during the day too and it has helped heal my lips better. It reminds me a lot of Hanalei lip balm which I also love. The vanilla scent is super light but I find the berry aggressive. Definitely would recommend,2
"I received this from Sephora as a birthday gift, and it’s a product I never knew I needed. My lips are so much softer. I use it as a night lip mask and as a lip balm during the day.",2
"This product is amazing! I have been struggling with hyperpigmentation, rosacea on my cheeks, and most currently- some pretty horrid hormonal acne along my jawline. I have spent hundreds on products trying to find something to help my skin and I must say this is a winning ticket! Results were obvious pretty quick. Within a week the redness on my cheeks is subsiding, my hormonal acne is disappearing, and my skin is looking so smooth! I would definitely recommend this to anyone looking to improve their skins quality. Although it is pricey, it is so worth the money.",2
Wish they would make a non-hue roll up for nighttime reapplication to take on vacation!,2
